Date,Name,new_cases
2020-06-26,Minnesota,493
2020-06-26,Missouri,491
2020-06-26,Mississippi,550
2020-06-26,Montana,26
2020-06-26,North Carolina,1717
2020-06-26,North Dakota,28
2020-06-26,Nebraska,178
2020-06-26,New Hampshire,33
2020-06-26,New Jersey,388
2020-06-26,New Mexico,216
2020-06-26,Nevada,448
2020-06-26,New York,804
2020-06-26,Ohio,987
2020-06-26,Oklahoma,396
2020-06-26,Oregon,403
2020-06-26,Pennsylvania,720
2020-06-26,Puerto Rico,45
2020-06-26,Rhode Island,21
2020-06-26,South Carolina,1313
2020-06-26,South Dakota,56
2020-06-26,Tennessee,1107
2020-06-26,Texas,5799
2020-06-26,Utah,674
2020-06-26,Virginia,624
2020-06-26,Virgin Islands,0
2020-06-26,Vermont,7
2020-06-26,Washington,491
2020-06-26,Wisconsin,514
2020-06-26,West Virginia,36
2020-06-26,Wyoming,42
2020-06-26,Guam,3
2020-06-26,Northern Mariana Islands,0
2020-06-27,Alaska,26
2020-06-27,Alabama,900
2020-06-27,Arkansas,570
2020-06-27,Arizona,3476
2020-06-27,California,4426
2020-06-27,Colorado,226
2020-06-27,Connecticut,147
2020-06-27,District of Columbia,31
2020-06-27,Delaware,74
2020-06-27,Florida,9585
2020-06-27,Georgia,1524
2020-06-27,Hawaii,6
2020-06-27,Iowa,375
2020-06-27,Idaho,170
2020-06-27,Illinois,724
2020-06-27,Indiana,438
2020-06-27,Kansas,38
2020-06-27,Kentucky,304
2020-06-27,Louisiana,0
2020-06-27,Massachusetts,373
2020-06-27,Maryland,328
2020-06-27,Maine,52
2020-06-27,Michigan,329
2020-06-27,Minnesota,417
2020-06-27,Missouri,342
2020-06-27,Mississippi,465
2020-06-27,Montana,23
2020-06-27,North Carolina,1452
2020-06-27,North Dakota,37
2020-06-27,Nebraska,251
2020-06-27,New Hampshire,46
2020-06-27,New Jersey,289
2020-06-27,New Mexico,211
2020-06-27,Nevada,1041
2020-06-27,New York,697
2020-06-27,Ohio,817
2020-06-27,Oklahoma,299
2020-06-27,Oregon,102
2020-06-27,Pennsylvania,450
2020-06-27,Puerto Rico,144
2020-06-27,Rhode Island,0
2020-06-27,South Carolina,1604
2020-06-27,South Dakota,91
2020-06-27,Tennessee,1011
2020-06-27,Texas,6057
2020-06-27,Utah,517
2020-06-27,Virginia,677
2020-06-27,Virgin Islands,0
2020-06-27,Vermont,2
2020-06-27,Washington,542
2020-06-27,Wisconsin,517
2020-06-27,West Virginia,52
2020-06-27,Wyoming,24
2020-06-27,Guam,0
2020-06-27,Northern Mariana Islands,0
2020-06-28,Alaska,33
2020-06-28,Alabama,358
2020-06-28,Arkansas,508
2020-06-28,Arizona,3809
2020-06-28,California,5502
2020-06-28,Colorado,284
2020-06-28,Connecticut,97
2020-06-28,District of Columbia,32
2020-06-28,Delaware,135
2020-06-28,Florida,8530
2020-06-28,Georgia,1734
2020-06-28,Hawaii,27
2020-06-28,Iowa,317
2020-06-28,Idaho,224
2020-06-28,Illinois,581
2020-06-28,Indiana,364
2020-06-28,Kansas,249
2020-06-28,Kentucky,143
2020-06-28,Louisiana,1467
2020-06-28,Massachusetts,224
2020-06-28,Maryland,328
2020-06-28,Maine,37
2020-06-28,Michigan,240
2020-06-28,Minnesota,516
2020-06-28,Missouri,345
2020-06-28,Mississippi,368
2020-06-28,Montana,11
2020-06-28,North Carolina,1469
2020-06-28,North Dakota,37
2020-06-28,Nebraska,125
2020-06-28,New Hampshire,30
2020-06-28,New Jersey,309
2020-06-28,New Mexico,190
2020-06-28,Nevada,787
2020-06-28,New York,624
2020-06-28,Ohio,854
2020-06-28,Oklahoma,302
2020-06-28,Oregon,238
2020-06-28,Pennsylvania,385
2020-06-28,Puerto Rico,123
2020-06-28,Rhode Island,0
2020-06-28,South Carolina,1381
2020-06-28,South Dakota,55
2020-06-28,Tennessee,132
2020-06-28,Texas,4227
2020-06-28,Utah,420
2020-06-28,Virginia,489
2020-06-28,Virgin Islands,0
2020-06-28,Vermont,2
2020-06-28,Washington,310
2020-06-28,Wisconsin,481
2020-06-28,West Virginia,50
2020-06-28,Wyoming,25
2020-06-28,Guam,0
2020-06-28,Northern Mariana Islands,0
2020-06-29,Alaska,25
2020-06-29,Alabama,1734
2020-06-29,Arkansas,439
2020-06-29,Arizona,641
2020-06-29,California,7040
2020-06-29,Colorado,205
2020-06-29,Connecticut,59
2020-06-29,District of Columbia,44
2020-06-29,Delaware,150
2020-06-29,Florida,5266
2020-06-29,Georgia,2016
2020-06-29,Hawaii,1
2020-06-29,Iowa,354
2020-06-29,Idaho,227
2020-06-29,Illinois,768
2020-06-29,Indiana,299
2020-06-29,Kansas,552
2020-06-29,Kentucky,177
2020-06-29,Louisiana,840
2020-06-29,Massachusetts,101
2020-06-29,Maryland,477
2020-06-29,Maine,28
2020-06-29,Michigan,314
2020-06-29,Minnesota,312
2020-06-29,Missouri,494
2020-06-29,Mississippi,669
2020-06-29,Montana,56
2020-06-29,North Carolina,1514
2020-06-29,North Dakota,44
2020-06-29,Nebraska,164
2020-06-29,New Hampshire,13
2020-06-29,New Jersey,90
2020-06-29,New Mexico,173
2020-06-29,Nevada,784
2020-06-29,New York,391
2020-06-29,Ohio,737
2020-06-29,Oklahoma,228
2020-06-29,Oregon,161
2020-06-29,Pennsylvania,768
2020-06-29,Puerto Rico,61
2020-06-29,Rhode Island,103
2020-06-29,South Carolina,1324
2020-06-29,South Dakota,35
2020-06-29,Tennessee,1443
2020-06-29,Texas,5890
2020-06-29,Utah,663
2020-06-29,Virginia,453
2020-06-29,Virgin Islands,3
2020-06-29,Vermont,6
2020-06-29,Washington,695
2020-06-29,Wisconsin,387
2020-06-29,West Virginia,38
2020-06-29,Wyoming,33
2020-06-29,Guam,7
2020-06-29,Northern Mariana Islands,0
2020-06-30,Alaska,47
2020-06-30,Alabama,870
2020-06-30,Arkansas,520
2020-06-30,Arizona,4797
2020-06-30,California,8158
2020-06-30,Colorado,203
2020-06-30,Connecticut,152
2020-06-30,District of Columbia,35
2020-06-30,Delaware,98
2020-06-30,Florida,6093
2020-06-30,Georgia,2464
2020-06-30,Hawaii,17
2020-06-30,Iowa,278
2020-06-30,Idaho,354
2020-06-30,Illinois,776
2020-06-30,Indiana,370
2020-06-30,Kansas,61
2020-06-30,Kentucky,259
2020-06-30,Louisiana,1014
2020-06-30,Massachusetts,114
2020-06-30,Maryland,315
2020-06-30,Maine,34
2020-06-30,Michigan,494
2020-06-30,Minnesota,442
2020-06-30,Missouri,527
2020-06-30,Mississippi,680
2020-06-30,Montana,48
2020-06-30,North Carolina,1372
2020-06-30,North Dakota,37
2020-06-30,Nebraska,130
2020-06-30,New Hampshire,22
2020-06-30,New Jersey,395
2020-06-30,New Mexico,165
2020-06-30,Nevada,611
2020-06-30,New York,458
2020-06-30,Ohio,743
2020-06-30,Oklahoma,585
2020-06-30,Oregon,186
2020-06-30,Pennsylvania,673
2020-06-30,Puerto Rico,215
2020-06-30,Rhode Island,49
2020-06-30,South Carolina,1755
2020-06-30,South Dakota,48
2020-06-30,Tennessee,1427
2020-06-30,Texas,7947
2020-06-30,Utah,546
2020-06-30,Virginia,598
2020-06-30,Virgin Islands,6
2020-06-30,Vermont,0
2020-06-30,Washington,505
2020-06-30,Wisconsin,620
2020-06-30,West Virginia,35
2020-06-30,Wyoming,37
2020-06-30,Guam,4
2020-06-30,Northern Mariana Islands,0
2020-07-01,Alaska,42
2020-07-01,Alabama,917
2020-07-01,Arkansas,420
2020-07-01,Arizona,4753
2020-07-01,California,7611
2020-07-01,Colorado,314
2020-07-01,Connecticut,58
2020-07-01,District of Columbia,38
2020-07-01,Delaware,36
2020-07-01,Florida,6563
2020-07-01,Georgia,2309
2020-07-01,Hawaii,8
2020-07-01,Iowa,466
2020-07-01,Idaho,255
2020-07-01,Illinois,880
2020-07-01,Indiana,376
2020-07-01,Kansas,513
2020-07-01,Kentucky,198
2020-07-01,Louisiana,2083
2020-07-01,Massachusetts,261
2020-07-01,Maryland,350
2020-07-01,Maine,41
2020-07-01,Michigan,429
2020-07-01,Minnesota,415
2020-07-01,Missouri,320
2020-07-01,Mississippi,652
2020-07-01,Montana,49
2020-07-01,North Carolina,1751
2020-07-01,North Dakota,39
2020-07-01,Nebraska,131
2020-07-01,New Hampshire,20
2020-07-01,New Jersey,261
2020-07-01,New Mexico,129
2020-07-01,Nevada,569
2020-07-01,New York,628
2020-07-01,Ohio,1076
2020-07-01,Oklahoma,355
2020-07-01,Oregon,324
2020-07-01,Pennsylvania,638
2020-07-01,Puerto Rico,72
2020-07-01,Rhode Island,40
2020-07-01,South Carolina,1520
2020-07-01,South Dakota,62
2020-07-01,Tennessee,1545
2020-07-01,Texas,8123
2020-07-01,Utah,500
2020-07-01,Virginia,416
2020-07-01,Virgin Islands,2
2020-07-01,Vermont,2
2020-07-01,Washington,717
2020-07-01,Wisconsin,584
2020-07-01,West Virginia,75
2020-07-01,Wyoming,27
2020-07-01,Guam,12
2020-07-01,Northern Mariana Islands,0
2020-07-02,Alaska,50
2020-07-02,Alabama,1149
2020-07-02,Arkansas,878
2020-07-02,Arizona,3343
2020-07-02,California,8434
2020-07-02,Colorado,323
2020-07-02,Connecticut,74
2020-07-02,District of Columbia,25
2020-07-02,Delaware,221
2020-07-02,Florida,10109
2020-07-02,Georgia,2886
2020-07-02,Hawaii,20
2020-07-02,Iowa,641
2020-07-02,Idaho,309
2020-07-02,Illinois,866
2020-07-02,Indiana,437
2020-07-02,Kansas,84
2020-07-02,Kentucky,256
2020-07-02,Louisiana,1383
2020-07-02,Massachusetts,195
2020-07-02,Maryland,513
2020-07-02,Maine,34
2020-07-02,Michigan,574
2020-07-02,Minnesota,494
2020-07-02,Missouri,490
2020-07-02,Mississippi,870
2020-07-02,Montana,67
2020-07-02,North Carolina,1697
2020-07-02,North Dakota,42
2020-07-02,Nebraska,151
2020-07-02,New Hampshire,20
2020-07-02,New Jersey,430
2020-07-02,New Mexico,244
2020-07-02,Nevada,720
2020-07-02,New York,872
2020-07-02,Ohio,1301
2020-07-02,Oklahoma,427
2020-07-02,Oregon,325
2020-07-02,Pennsylvania,839
2020-07-02,Puerto Rico,71
2020-07-02,Rhode Island,88
2020-07-02,South Carolina,1782
2020-07-02,South Dakota,67
2020-07-02,Tennessee,1816
2020-07-02,Texas,7434
2020-07-02,Utah,602
2020-07-02,Virginia,532
2020-07-02,Virgin Islands,6
2020-07-02,Vermont,17
2020-07-02,Washington,663
2020-07-02,Wisconsin,569
2020-07-02,West Virginia,74
2020-07-02,Wyoming,36
2020-07-02,Guam,9
2020-07-02,Northern Mariana Islands,0
2020-07-03,Alaska,60
2020-07-03,Alabama,1754
2020-07-03,Arkansas,547
2020-07-03,Arizona,4399
2020-07-03,California,8100
2020-07-03,Colorado,272
2020-07-03,Connecticut,71
2020-07-03,District of Columbia,45
2020-07-03,Delaware,192
2020-07-03,Florida,9488
2020-07-03,Georgia,2604
2020-07-03,Hawaii,28
2020-07-03,Iowa,372
2020-07-03,Idaho,346
2020-07-03,Illinois,886
2020-07-03,Indiana,546
2020-07-03,Kansas,789
2020-07-03,Kentucky,285
2020-07-03,Louisiana,1728
2020-07-03,Massachusetts,290
2020-07-03,Maryland,407
2020-07-03,Maine,45
2020-07-03,Michigan,453
2020-07-03,Minnesota,414
2020-07-03,Missouri,535
2020-07-03,Mississippi,914
2020-07-03,Montana,45
2020-07-03,North Carolina,1939
2020-07-03,North Dakota,65
2020-07-03,Nebraska,184
2020-07-03,New Hampshire,35
2020-07-03,New Jersey,386
2020-07-03,New Mexico,256
2020-07-03,Nevada,1007
2020-07-03,New York,919
2020-07-03,Ohio,1091
2020-07-03,Oklahoma,526
2020-07-03,Oregon,299
2020-07-03,Pennsylvania,715
2020-07-03,Puerto Rico,75
2020-07-03,Rhode Island,50
2020-07-03,South Carolina,1831
2020-07-03,South Dakota,85
2020-07-03,Tennessee,1706
2020-07-03,Texas,7789
2020-07-03,Utah,604
2020-07-03,Virginia,658
2020-07-03,Virgin Islands,13
2020-07-03,Vermont,9
2020-07-03,Washington,496
2020-07-03,Wisconsin,689
2020-07-03,West Virginia,73
2020-07-03,Wyoming,32
2020-07-03,Guam,6
2020-07-03,Northern Mariana Islands,1
2020-07-04,Alaska,55
2020-07-04,Alabama,997
2020-07-04,Arkansas,587
2020-07-04,Arizona,2722
2020-07-04,California,8878
2020-07-04,Colorado,293
2020-07-04,Connecticut,0
2020-07-04,District of Columbia,12
2020-07-04,Delaware,73
2020-07-04,Florida,11458
2020-07-04,Georgia,2513
2020-07-04,Hawaii,24
2020-07-04,Iowa,536
2020-07-04,Idaho,397
2020-07-04,Illinois,858
2020-07-04,Indiana,529
2020-07-04,Kansas,150
2020-07-04,Kentucky,54
2020-07-04,Louisiana,0
2020-07-04,Massachusetts,210
2020-07-04,Maryland,302
2020-07-04,Maine,24
2020-07-04,Michigan,396
2020-07-04,Minnesota,0
2020-07-04,Missouri,441
2020-07-04,Mississippi,990
2020-07-04,Montana,39
2020-07-04,North Carolina,1284
2020-07-04,North Dakota,57
2020-07-04,Nebraska,166
2020-07-04,New Hampshire,14
2020-07-04,New Jersey,291
2020-07-04,New Mexico,287
2020-07-04,Nevada,793
2020-07-04,New York,725
2020-07-04,Ohio,926
2020-07-04,Oklahoma,580
2020-07-04,Oregon,294
2020-07-04,Pennsylvania,504
2020-07-04,Puerto Rico,104
2020-07-04,Rhode Island,0
2020-07-04,South Carolina,1854
2020-07-04,South Dakota,50
2020-07-04,Tennessee,1350
2020-07-04,Texas,5658
2020-07-04,Utah,647
2020-07-04,Virginia,716
2020-07-04,Virgin Islands,1
2020-07-04,Vermont,2
2020-07-04,Washington,382
2020-07-04,Wisconsin,678
2020-07-04,West Virginia,79
2020-07-04,Wyoming,24
2020-07-04,Guam,2
2020-07-04,Northern Mariana Islands,0
2020-07-05,Alaska,32
2020-07-05,Alabama,1091
2020-07-05,Arkansas,605
2020-07-05,Arizona,3510
2020-07-05,California,6411
2020-07-05,Colorado,200
2020-07-05,Connecticut,0
2020-07-05,District of Columbia,35
2020-07-05,Delaware,132
2020-07-05,Florida,10059
2020-07-05,Georgia,1897
2020-07-05,Hawaii,24
2020-07-05,Iowa,445
2020-07-05,Idaho,368
2020-07-05,Illinois,579
2020-07-05,Indiana,575
2020-07-05,Kansas,124
2020-07-05,Kentucky,3
2020-07-05,Louisiana,1937
2020-07-05,Massachusetts,136
2020-07-05,Maryland,233
2020-07-05,Maine,18
2020-07-05,Michigan,325
2020-07-05,Minnesota,512
2020-07-05,Missouri,273
2020-07-05,Mississippi,226
2020-07-05,Montana,45
2020-07-05,North Carolina,1361
2020-07-05,North Dakota,37
2020-07-05,Nebraska,111
2020-07-05,New Hampshire,26
2020-07-05,New Jersey,369
2020-07-05,New Mexico,193
2020-07-05,Nevada,847
2020-07-05,New York,536
2020-07-05,Ohio,968
2020-07-05,Oklahoma,283
2020-07-05,Oregon,300
2020-07-05,Pennsylvania,481
2020-07-05,Puerto Rico,129
2020-07-05,Rhode Island,0
2020-07-05,South Carolina,1461
2020-07-05,South Dakota,35
2020-07-05,Tennessee,1133
2020-07-05,Texas,4430
2020-07-05,Utah,288
2020-07-05,Virginia,639
2020-07-05,Virgin Islands,0
2020-07-05,Vermont,11
2020-07-05,Washington,669
2020-07-05,Wisconsin,507
2020-07-05,West Virginia,130
2020-07-05,Wyoming,28
2020-07-05,Guam,0
2020-07-05,Northern Mariana Islands,0
2020-07-06,Alaska,30
2020-07-06,Alabama,925
2020-07-06,Arkansas,439
2020-07-06,Arizona,3416
2020-07-06,California,6282
2020-07-06,Colorado,216
2020-07-06,Connecticut,259
2020-07-06,District of Columbia,33
2020-07-06,Delaware,165
2020-07-06,Florida,6336
2020-07-06,Georgia,1526
2020-07-06,Hawaii,7
2020-07-06,Iowa,152
2020-07-06,Idaho,423
2020-07-06,Illinois,698
2020-07-06,Indiana,357
2020-07-06,Kansas,793
2020-07-06,Kentucky,752
2020-07-06,Louisiana,1101
2020-07-06,Massachusetts,163
2020-07-06,Maryland,540
2020-07-06,Maine,8
2020-07-06,Michigan,376
2020-07-06,Minnesota,433
2020-07-06,Missouri,516
2020-07-06,Mississippi,357
2020-07-06,Montana,37
2020-07-06,North Carolina,1837
2020-07-06,North Dakota,33
2020-07-06,Nebraska,115
2020-07-06,New Hampshire,17
2020-07-06,New Jersey,209
2020-07-06,New Mexico,251
2020-07-06,Nevada,412
2020-07-06,New York,516
2020-07-06,Ohio,805
2020-07-06,Oklahoma,434
2020-07-06,Oregon,176
2020-07-06,Pennsylvania,784
2020-07-06,Puerto Rico,669
2020-07-06,Rhode Island,0
2020-07-06,South Carolina,1533
2020-07-06,South Dakota,42
2020-07-06,Tennessee,1144
2020-07-06,Texas,9213
2020-07-06,Utah,648
2020-07-06,Virginia,354
2020-07-06,Virgin Islands,4
2020-07-06,Vermont,2
2020-07-06,Washington,1049
2020-07-06,Wisconsin,568
2020-07-06,West Virginia,107
2020-07-06,Wyoming,41
2020-07-06,Guam,13
2020-07-06,Northern Mariana Islands,0
2020-07-07,Alaska,22
2020-07-07,Alabama,907
2020-07-07,Arkansas,259
2020-07-07,Arizona,3617
2020-07-07,California,9897
2020-07-07,Colorado,401
2020-07-07,Connecticut,57
2020-07-07,District of Columbia,54
2020-07-07,Delaware,121
2020-07-07,Florida,7347
2020-07-07,Georgia,2692
2020-07-07,Hawaii,41
2020-07-07,Iowa,389
2020-07-07,Idaho,360
2020-07-07,Illinois,682
2020-07-07,Indiana,299
2020-07-07,Kansas,75
2020-07-07,Kentucky,356
2020-07-07,Louisiana,1936
2020-07-07,Massachusetts,201
2020-07-07,Maryland,489
2020-07-07,Maine,17
2020-07-07,Michigan,608
2020-07-07,Minnesota,564
2020-07-07,Missouri,716
2020-07-07,Mississippi,957
2020-07-07,Montana,78
2020-07-07,North Carolina,1255
2020-07-07,North Dakota,45
2020-07-07,Nebraska,153
2020-07-07,New Hampshire,18
2020-07-07,New Jersey,267
2020-07-07,New Mexico,220
2020-07-07,Nevada,918
2020-07-07,New York,590
2020-07-07,Ohio,948
2020-07-07,Oklahoma,858
2020-07-07,Oregon,241
2020-07-07,Pennsylvania,799
2020-07-07,Puerto Rico,129
2020-07-07,Rhode Island,163
2020-07-07,South Carolina,972
2020-07-07,South Dakota,58
2020-07-07,Tennessee,1134
2020-07-07,Texas,9814
2020-07-07,Utah,550
2020-07-07,Virginia,638
2020-07-07,Virgin Islands,6
2020-07-07,Vermont,3
2020-07-07,Washington,546
2020-07-07,Wisconsin,516
2020-07-07,West Virginia,63
2020-07-07,Wyoming,36
2020-07-07,Guam,2
2020-07-07,Northern Mariana Islands,0
2020-07-08,Alaska,49
2020-07-08,Alabama,1177
2020-07-08,Arkansas,734
2020-07-08,Arizona,3551
2020-07-08,California,8538
2020-07-08,Colorado,468
2020-07-08,Connecticut,75
2020-07-08,District of Columbia,73
2020-07-08,Delaware,48
2020-07-08,Florida,9989
2020-07-08,Georgia,2831
2020-07-08,Hawaii,23
2020-07-08,Iowa,563
2020-07-08,Idaho,422
2020-07-08,Illinois,945
2020-07-08,Indiana,450
2020-07-08,Kansas,650
2020-07-08,Kentucky,384
2020-07-08,Louisiana,1888
2020-07-08,Massachusetts,264
2020-07-08,Maryland,469
2020-07-08,Maine,20
2020-07-08,Michigan,649
2020-07-08,Minnesota,457
2020-07-08,Missouri,777
2020-07-08,Mississippi,674
2020-07-08,Montana,44
2020-07-08,North Carolina,1473
2020-07-08,North Dakota,72
2020-07-08,Nebraska,232
2020-07-08,New Hampshire,20
2020-07-08,New Jersey,252
2020-07-08,New Mexico,290
2020-07-08,Nevada,530
2020-07-08,New York,691
2020-07-08,Ohio,1277
2020-07-08,Oklahoma,673
2020-07-08,Oregon,218
2020-07-08,Pennsylvania,831
2020-07-08,Puerto Rico,31
2020-07-08,Rhode Island,50
2020-07-08,South Carolina,1557
2020-07-08,South Dakota,79
2020-07-08,Tennessee,2113
2020-07-08,Texas,9952
2020-07-08,Utah,718
2020-07-08,Virginia,635
2020-07-08,Virgin Islands,22
2020-07-08,Vermont,2
2020-07-08,Washington,598
2020-07-08,Wisconsin,692
2020-07-08,West Virginia,202
2020-07-08,Wyoming,29
2020-07-08,Guam,4
2020-07-08,Northern Mariana Islands,0
2020-07-09,Alaska,49
2020-07-09,Alabama,2212
2020-07-09,Arkansas,806
2020-07-09,Arizona,4073
2020-07-09,California,7212
2020-07-09,Colorado,419
2020-07-09,Connecticut,101
2020-07-09,District of Columbia,37
2020-07-09,Delaware,69
2020-07-09,Florida,8935
2020-07-09,Georgia,2155
2020-07-09,Hawaii,36
2020-07-09,Iowa,600
2020-07-09,Idaho,594
2020-07-09,Illinois,1133
2020-07-09,Indiana,520
2020-07-09,Kansas,224
2020-07-09,Kentucky,372
2020-07-09,Louisiana,1843
2020-07-09,Massachusetts,295
2020-07-09,Maryland,582
2020-07-09,Maine,26
2020-07-09,Michigan,587
2020-07-09,Minnesota,574
2020-07-09,Missouri,958
2020-07-09,Mississippi,703
2020-07-09,Montana,95
2020-07-09,North Carolina,1903
2020-07-09,North Dakota,99
2020-07-09,Nebraska,221
2020-07-09,New Hampshire,21
2020-07-09,New Jersey,231
2020-07-09,New Mexico,234
2020-07-09,Nevada,677
2020-07-09,New York,588
2020-07-09,Ohio,1150
2020-07-09,Oklahoma,603
2020-07-09,Oregon,375
2020-07-09,Pennsylvania,817
2020-07-09,Puerto Rico,117
2020-07-09,Rhode Island,39
2020-07-09,South Carolina,1782
2020-07-09,South Dakota,94
2020-07-09,Tennessee,1775
2020-07-09,Texas,10909
2020-07-09,Utah,711
2020-07-09,Virginia,613
2020-07-09,Virgin Islands,9
2020-07-09,Vermont,16
2020-07-09,Washington,708
2020-07-09,Wisconsin,832
2020-07-09,West Virginia,119
2020-07-09,Wyoming,34
2020-07-09,Guam,2
2020-07-09,Northern Mariana Islands,0
2020-07-10,Alaska,58
2020-07-10,Alabama,1334
2020-07-10,Arkansas,751
2020-07-10,Arizona,4164
2020-07-10,California,7989
2020-07-10,Colorado,606
2020-07-10,Connecticut,78
2020-07-10,District of Columbia,64
2020-07-10,Delaware,121
2020-07-10,Florida,11433
2020-07-10,Georgia,4904
2020-07-10,Hawaii,27
2020-07-10,Iowa,916
2020-07-10,Idaho,475
2020-07-10,Illinois,1218
2020-07-10,Indiana,738
2020-07-10,Kansas,768
2020-07-10,Kentucky,500
2020-07-10,Louisiana,2642
2020-07-10,Massachusetts,213
2020-07-10,Maryland,466
2020-07-10,Maine,13
2020-07-10,Michigan,624
2020-07-10,Minnesota,604
2020-07-10,Missouri,759
2020-07-10,Mississippi,1031
2020-07-10,Montana,127
2020-07-10,North Carolina,2173
2020-07-10,North Dakota,84
2020-07-10,Nebraska,176
2020-07-10,New Hampshire,18
2020-07-10,New Jersey,358
2020-07-10,New Mexico,298
2020-07-10,Nevada,906
2020-07-10,New York,790
2020-07-10,Ohio,1525
2020-07-10,Oklahoma,596
2020-07-10,Oregon,254
2020-07-10,Pennsylvania,940
2020-07-10,Puerto Rico,275
2020-07-10,Rhode Island,69
2020-07-10,South Carolina,1728
2020-07-10,South Dakota,65
2020-07-10,Tennessee,1693
2020-07-10,Texas,9923
2020-07-10,Utah,820
2020-07-10,Virginia,943
2020-07-10,Virgin Islands,14
2020-07-10,Vermont,5
2020-07-10,Washington,721
2020-07-10,Wisconsin,1056
2020-07-10,West Virginia,157
2020-07-10,Wyoming,16
2020-07-10,Guam,1
2020-07-10,Northern Mariana Islands,0
2020-07-11,Alaska,77
2020-07-11,Alabama,1439
2020-07-11,Arkansas,1061
2020-07-11,Arizona,3044
2020-07-11,California,8525
2020-07-11,Colorado,423
2020-07-11,Connecticut,0
2020-07-11,District of Columbia,58
2020-07-11,Delaware,91
2020-07-11,Florida,10360
2020-07-11,Georgia,2977
2020-07-11,Hawaii,42
2020-07-11,Iowa,463
2020-07-11,Idaho,511
2020-07-11,Illinois,1124
2020-07-11,Indiana,791
2020-07-11,Kansas,184
2020-07-11,Kentucky,454
2020-07-11,Louisiana,2167
2020-07-11,Massachusetts,288
2020-07-11,Maryland,557
2020-07-11,Maine,21
2020-07-11,Michigan,628
2020-07-11,Minnesota,804
2020-07-11,Missouri,589
2020-07-11,Mississippi,797
2020-07-11,Montana,84
2020-07-11,North Carolina,2259
2020-07-11,North Dakota,89
2020-07-11,Nebraska,201
2020-07-11,New Hampshire,33
2020-07-11,New Jersey,331
2020-07-11,New Mexico,224
2020-07-11,Nevada,951
2020-07-11,New York,727
2020-07-11,Ohio,1358
2020-07-11,Oklahoma,687
2020-07-11,Oregon,350
2020-07-11,Pennsylvania,678
2020-07-11,Puerto Rico,229
2020-07-11,Rhode Island,0
2020-07-11,South Carolina,2280
2020-07-11,South Dakota,53
2020-07-11,Tennessee,1757
2020-07-11,Texas,8332
2020-07-11,Utah,619
2020-07-11,Virginia,851
2020-07-11,Virgin Islands,14
2020-07-11,Vermont,6
2020-07-11,Washington,236
2020-07-11,Wisconsin,681
2020-07-11,West Virginia,163
2020-07-11,Wyoming,49
2020-07-11,Guam,2
2020-07-11,Northern Mariana Islands,2
2020-07-12,Alaska,116
2020-07-12,Alabama,1640
2020-07-12,Arkansas,503
2020-07-12,Arizona,2488
2020-07-12,California,7646
2020-07-12,Colorado,300
2020-07-12,Connecticut,0
2020-07-12,District of Columbia,46
2020-07-12,Delaware,61
2020-07-12,Florida,15300
2020-07-12,Georgia,1815
2020-07-12,Hawaii,20
2020-07-12,Iowa,715
2020-07-12,Idaho,387
2020-07-12,Illinois,825
2020-07-12,Indiana,534
2020-07-12,Kansas,312
2020-07-12,Kentucky,232
2020-07-12,Louisiana,1319
2020-07-12,Massachusetts,199
2020-07-12,Maryland,645
2020-07-12,Maine,19
2020-07-12,Michigan,437
2020-07-12,Minnesota,710
2020-07-12,Missouri,524
2020-07-12,Mississippi,868
2020-07-12,Montana,81
2020-07-12,North Carolina,1835
2020-07-12,North Dakota,91
2020-07-12,Nebraska,179
2020-07-12,New Hampshire,30
2020-07-12,New Jersey,339
2020-07-12,New Mexico,255
2020-07-12,Nevada,833
2020-07-12,New York,679
2020-07-12,Ohio,1378
2020-07-12,Oklahoma,456
2020-07-12,Oregon,319
2020-07-12,Pennsylvania,542
2020-07-12,Puerto Rico,288
2020-07-12,Rhode Island,0
2020-07-12,South Carolina,1949
2020-07-12,South Dakota,45
2020-07-12,Tennessee,1125
2020-07-12,Texas,6531
2020-07-12,Utah,481
2020-07-12,Virginia,888
2020-07-12,Virgin Islands,25
2020-07-12,Vermont,13
2020-07-12,Washington,855
2020-07-12,Wisconsin,806
2020-07-12,West Virginia,98
2020-07-12,Wyoming,23
2020-07-12,Guam,0
2020-07-12,Northern Mariana Islands,0
2020-07-13,Alaska,71
2020-07-13,Alabama,1958
2020-07-13,Arkansas,572
2020-07-13,Arizona,1438
2020-07-13,California,8530
2020-07-13,Colorado,370
2020-07-13,Connecticut,223
2020-07-13,District of Columbia,59
2020-07-13,Delaware,75
2020-07-13,Florida,12624
2020-07-13,Georgia,3548
2020-07-13,Hawaii,21
2020-07-13,Iowa,221
2020-07-13,Idaho,560
2020-07-13,Illinois,933
2020-07-13,Indiana,435
2020-07-13,Kansas,970
2020-07-13,Kentucky,365
2020-07-13,Louisiana,1705
2020-07-13,Massachusetts,230
2020-07-13,Maryland,419
2020-07-13,Maine,19
2020-07-13,Michigan,418
2020-07-13,Minnesota,491
2020-07-13,Missouri,608
2020-07-13,Mississippi,393
2020-07-13,Montana,150
2020-07-13,North Carolina,1822
2020-07-13,North Dakota,108
2020-07-13,Nebraska,230
2020-07-13,New Hampshire,14
2020-07-13,New Jersey,224
2020-07-13,New Mexico,263
2020-07-13,Nevada,852
2020-07-13,New York,559
